element_index,prebuilt_scenario,Revit model,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Cumulative material volume (m3),Tally Entry Division,Tally Entry Category,Tally Entry Name,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
Element_6,100% inceration,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0.0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Roofing membrane,"PVC membrane, sheet",[C2-C4] End of Life,20,5.01798825,1.913333648,317.6855871,5.86e-11,42.09334029,5443.975741,5090.18952,358.8403107,
Element_7,100% inceration,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0.0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Adhesive / Sealant,"Adhesive, polychloroprene (neoprene)",[C2-C4] End of Life,20,0.072894115,0.027864362,4.624465274,8.51e-13,0.611369984,79.16457504,74.06982515,5.21232103,
Element_8,100% inceration,tm_1,Floors,Floor,CLT Roof,Insulation - Roof,Superstructure,0.0,07 - Thermal and Moisture Protection,Insulation,"Polyisocyanurate (PIR), board",Insulation,"PIR rigid foam insulation, roof, R=15, PIMA - EPD",[C2-C4] End of Life,60,13.55761683,5.169451024,858.3239434,1.58e-10,113.7279225,14708.55121,13752.69046,969.5159088,
Element_9,100% inceration,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,55.98430368,2.838985453,24657.56763,2.23e-09,1113.567571,207417.2563,193956.5494,13705.44702,
Element_10,100% inceration,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.610396134,0.030920067,132.0857205,2.43e-11,12.10785772,2261.46764,2111.37023,149.0967603,
Element_11,100% inceration,tm_1,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,1531.620004,398.3585661,398358.5661,3.2e-09,5151.188355,217723.5612,204673.884,12946.6534,
Element_12,100% inceration,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,103.4323396,5.245093504,45555.44573,4.13e-09,2057.34271,383208.3398,358339.3622,25321.14105,
Element_13,100% inceration,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,1.350632029,0.068417261,292.2679147,5.38e-11,26.79122551,5003.980963,4671.858333,329.9084794,
Element_14,100% inceration,tm_1,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[C2-C4] End of Life,60,0.35669984,0.136007853,22.58243597,4.16e-12,2.992172765,386.9808346,361.8322128,25.5078879,
Element_15,100% inceration,tm_1,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,594.0840115,154.5151241,154515.1241,1.24e-09,1998.040397,84450.50746,79388.80512,5021.741533,
Element_16,100% inceration,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,51.48632013,2.610890989,22676.48854,2.05e-09,1024.099482,190752.5959,178373.3714,12604.30132,
Element_17,100% inceration,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.495259382,0.025087728,107.1708826,1.97e-11,9.823997568,1834.895413,1713.11032,120.9731932,
Element_18,100% inceration,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,36.0404241,1.827623693,15873.54198,1.43e-09,716.8696378,133526.8171,124861.36,8823.010925,
Element_19,100% inceration,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.346681568,0.017561411,75.01961779,1.38e-11,6.876798298,1284.426789,1199.177224,84.68123523,
Element_20,100% inceration,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,3778.579558,982.7695715,982769.5715,7.87e-09,12708.22722,537134.4038,504940.2282,31940.01107,
Element_21,100% inceration,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,1603.224334,416.9821136,416982.1136,3.36e-09,5392.01009,227902.2932,214242.5343,13551.91869,
Element_22,100% inceration,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[C2-C4] End of Life,60,191.3325512,9.702546861,84269.96518,7.62e-09,3805.740362,708871.4192,662867.9645,46839.88141,
Element_23,100% inceration,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,15.12220997,0.766026701,3272.347075,6.02e-10,299.9651487,56026.54842,52307.97219,3693.785715,
Element_24,100% inceration,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[C2-C4] End of Life,60,0.09621609,0.004857968,20.75248961,3.81e-12,1.905455866,355.6222083,332.0398336,23.48804506,
Element_25,100% inceration,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.47518119,0.024110179,102.9949377,1.89e-11,9.433399974,1764.958705,1650.259797,116.3374637,
Element_26,100% inceration,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[C2-C4] End of Life,60,5.08578919,1.939185805,321.9780205,5.92e-11,42.66208774,5517.532445,5158.966013,363.6888096,
Element_27,100% inceration,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[C2-C4] End of Life,60,0.078937363,0.004007901,17.04884291,3.13e-12,1.56450599,292.9634103,272.6187291,19.28675785,
Element_28,100% inceration,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Fasteners, stainless steel",[C2-C4] End of Life,60,0.021496893,0.001088048,4.642694883,8.54e-13,0.426240589,79.7550543,74.47326262,5.255382717,
Element_29,100% inceration,tm_1,Walls,Wall,Generic - 5,Gypsum Sheathing,Enclosure,0.0,09 - Finishes,Plaster and gypsum board,Fiberglass mat gypsum sheathing,Plaster,Fiberglass mat gypsum sheathing board,[C2-C4] End of Life,60,11.94045041,0.605845514,2588.077921,4.77e-10,237.0444096,44350.24438,41468.06669,2923.351652,
Element_30,100% inceration,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Metal,Cold formed structural steel,[C2-C4] End of Life,60,0.092929667,0.004703565,20.07006843,3.71e-12,1.842610378,344.7759194,321.9430771,22.71867814,
Element_31,100% inceration,tm_1,Walls,Wall,Generic - 5,Metal Studs with Insulation,Enclosure,0.0,05 - Metals,Steel,"Steel, C-stud metal framing with insulation",Insulation,"Cellulose insulation, boards",[C2-C4] End of Life,60,164.4039287,85.37296,23758.07516,3.94e-10,388.3250067,36783.54963,34393.10675,2424.592064,
Element_32,100% inceration,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Plaster,"Wall board, gypsum, natural",[C2-C4] End of Life,30,12.3790792,0.628101062,2683.150172,4.93e-10,245.7521635,45979.43702,42991.38342,3030.74008,
Element_33,100% inceration,tm_1,Walls,Wall,Generic - 5,Gypsum Wall Board,Enclosure,0.0,09 - Finishes,Plaster and gypsum board,"Wall board, gypsum",Coating,"Paint, interior acrylic latex",[C2-C4] End of Life,7,0.237952611,0.012073456,51.57593514,9.47e-12,4.723886787,883.8239795,826.3871427,58.2573631,
Element_1,100% recycle,tm_1,Curtainwall Mullions,Mullion,Rectangular Mullion: 1 Square,Aluminum,Enclosure,1.302837136,08 - Openings and Glazing,Mullion,"Aluminum mullion, custom finish",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.004093541,0.000207702,0.887269864,1.63e-13,0.081265854,15.20457904,14.21648305,1.002211642,
Element_2,100% recycle,tm_1,Curtainwall Panels,Panel,System Panel: Glazed,Glass,Enclosure,23.79873641,08 - Openings and Glazing,Glass,"Glazing, double pane IGU",Glazing,"Glazing, double, insulated (air)",[C2-C4] End of Life,40,1.017583373,0.051631078,220.5599429,4.05e-11,20.20128568,3779.595385,3533.971813,249.132481,
Element_3,100% recycle,tm_1,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,17.4950949,0.887182955,7705.489885,6.95e-10,347.9898658,64817.89258,60611.42168,4282.952195,
Element_4,100% recycle,tm_1,Floors,Floor,CLT,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.190748792,0.009662521,41.27678768,7.6e-12,3.783705538,706.7086375,659.803197,46.5927376,
Element_5,100% recycle,tm_1,Floors,Floor,CLT,Wood - Stained,Superstructure,0.0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,478.6312515,124.4870519,124487.0519,1e-09,1609.746361,68038.61288,63960.58875,4045.829188,
Element_6,100% recycle,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0.0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Roofing membrane,"PVC membrane, sheet",[C2-C4] End of Life,20,0.392030332,0.149479191,24.81918649,4.58e-12,3.28854221,425.3106048,397.6710563,28.03439928,
Element_7,100% recycle,tm_1,Floors,Floor,CLT Roof,Roof Membrane,Superstructure,0.0,07 - Thermal and Moisture Protection,Roofing Membranes,"PVC roofing membrane, sheet",Adhesive / Sealant,"Adhesive, polychloroprene (neoprene)",[C2-C4] End of Life,20,0.005694853,0.002176903,0.36128635,6.65e-14,0.04776328,6.184732425,5.78670509,0.407212581,
Element_8,100% recycle,tm_1,Floors,Floor,CLT Roof,Insulation - Roof,Superstructure,0.0,07 - Thermal and Moisture Protection,Insulation,"Polyisocyanurate (PIR), board",Insulation,"PIR rigid foam insulation, roof, R=15, PIMA - EPD",[C2-C4] End of Life,60,1.059188815,0.403863361,67.05655808,1.23e-11,8.884993945,1149.105564,1074.428942,75.74343038,
Element_9,100% recycle,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,4.373773725,0.221795739,1926.372471,1.74e-10,86.99746645,16204.47315,15152.85542,1070.738049,
Element_10,100% recycle,tm_1,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.047687198,0.00241563,10.31919692,1.9e-12,0.945926384,176.6771594,164.9507992,11.6481844,
Element_11,100% recycle,tm_1,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.0,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,119.6578129,31.12176298,31121.76298,2.5e-10,402.4365903,17009.65322,15990.14719,1011.457297,
Element_12,100% recycle,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,8.080651528,0.40977293,3559.019198,3.23e-10,160.7298992,29938.15155,27995.26268,1978.214144,
Element_13,100% recycle,tm_1,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.105518127,0.005345099,22.83343083,4.2e-12,2.093064493,390.9360128,364.9889323,25.77409995,
Element_14,100% recycle,tm_1,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Insulation,"Expanded polystyrene (EPS), board",[C2-C4] End of Life,60,0.027867175,0.010625614,1.76425281,3.25e-13,0.233763497,30.2328777,28.26814163,1.992803742,
Element_15,100% recycle,tm_1,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,77.95539377,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,46.4128134,12.07149407,12071.49407,9.7e-11,156.096906,6597.695895,6202.2504,392.3235573,
Element_16,100% recycle,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,4.02236876,0.203975859,1771.600667,1.6e-10,80.00777205,14902.54655,13935.41964,984.7110408,
Element_17,100% recycle,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,79.28717046,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.038692139,0.001959979,8.3727252,1.54e-12,0.76749981,143.3512042,133.8367437,9.451030718,
Element_18,100% recycle,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,2.815658133,0.142783101,1240.120467,1.12e-10,56.00544045,10431.78259,9754.793748,689.2977285,
Element_19,100% recycle,tm_1,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,55.50101932,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.027084498,0.001371985,5.86090764,1.08e-12,0.537249867,100.3458429,93.68572063,6.615721503,
Element_20,100% recycle,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,495.8232367,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,295.201528,76.77887278,76778.87278,6.15e-10,992.8302513,41963.6253,39448.45533,2495.313365,
Element_21,100% recycle,tm_1,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,210.3742599,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,125.2519011,32.57672763,32576.72763,2.63e-10,421.2507883,17804.86665,16737.69799,1058.743648,
Element_22,100% recycle,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[C2-C4] End of Life,60,14.94785557,0.758011474,6583.59103,5.95e-10,297.3234658,55380.57963,51786.55973,3659.365735,
Element_23,100% recycle,tm_1,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,1.181422654,0.059845836,255.6521153,4.7e-11,23.43477724,4377.074095,4086.560328,288.577009,
Element_24,100% recycle,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Aluminum, sheet",[C2-C4] End of Life,60,0.007516882,0.000379529,1.621288251,2.98e-13,0.14886374,27.78298503,25.940612,1.83500352,
Element_25,100% recycle,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.037123531,0.001883608,8.046479508,1.48e-12,0.736984373,137.8873988,128.9265467,9.088864353,
Element_26,100% recycle,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Insulation,Polyurethane foam (PUR) rigid board,[C2-C4] End of Life,60,0.397327281,0.151498891,25.15453285,4.63e-12,3.332975605,431.0572223,403.0442198,28.41318825,
Element_27,100% recycle,tm_1,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.0,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom",Metal,"Steel, sheet",[C2-C4] End of Life,60,0.006166982,0.000313117,1.331940852,2.45e-13,0.122227031,22.88776643,21.29833821,1.506777957,
